Date,Open,High,Low,Close,Adj Close,Volume
2018-10-18,115.010002,115.410004,113.260002,113.389999,111.888077,20800
2018-10-19,117.379997,117.650002,116.260002,116.709999,115.164101,20400
2018-10-22,114.940002,115.379997,114.260002,115.199997,113.674103,31400
2018-10-23,113.629997,114.750000,112.760002,114.470001,112.953773,46500
2018-10-24,115.910004,116.309998,113.440002,113.440002,111.937416,22400
2018-10-25,115.570000,118.279999,115.570000,117.790001,116.229797,22000
2018-10-26,115.459999,116.910004,114.129997,116.190002,114.650993,17400
2018-10-29,117.150002,117.599998,115.489998,116.199997,114.660851,23900
2018-10-30,115.099998,115.809998,114.339996,115.230003,113.703705,22200
2018-10-31,117.930000,118.580002,117.570000,117.889999,116.328468,33300
2018-11-01,116.730003,117.550003,116.120003,116.690002,115.144371,36500
2018-11-02,118.320000,118.980003,117.389999,118.230003,116.663971,51800
2018-11-05,117.510002,118.660004,117.260002,118.300003,116.733040,162400
2018-11-06,116.849998,118.190002,116.769997,118.010002,116.446884,176000
2018-11-07,116.050003,116.050003,113.949997,114.510002,112.993240,81200
2018-11-08,115.580002,115.580002,113.959999,114.120003,112.608414,32600
2018-11-09,115.339996,116.120003,115.050003,116.099998,114.562180,57100
2018-11-12,114.070000,114.070000,113.360001,113.660004,112.154503,221100
2018-11-13,115.389999,116.970001,115.190002,116.260002,114.720062,81800
2018-11-14,117.639999,117.639999,115.699997,116.540001,114.996353,24300
2018-11-15,116.540001,117.540001,115.320000,117.139999,115.588402,28900
2018-11-16,115.739998,117.300003,115.739998,117.029999,115.479858,14200
2018-11-19,115.830002,115.900002,114.269997,114.349998,112.835358,43200
2018-11-20,112.070000,114.129997,112.070000,113.150002,111.651260,32500
2018-11-21,115.000000,116.769997,115.000000,116.339996,114.798996,35000
2018-11-23,113.940002,114.949997,113.849998,114.800003,113.279404,12400
2018-11-26,113.870003,113.870003,112.510002,113.070000,111.572311,28500
2018-11-27,112.820000,112.849998,112.220001,112.610001,111.118408,20100
2018-11-28,112.110001,114.139999,112.000000,113.949997,112.440659,25800
2018-11-29,113.180000,113.290001,112.339996,112.849998,111.355225,31100
2018-11-30,110.040001,110.989998,109.550003,110.720001,109.253441,22200
2018-12-03,112.690002,112.830002,112.150002,112.239998,110.753304,34700
2018-12-04,113.199997,113.209999,110.529999,110.639999,109.174500,27100
2018-12-06,110.080002,111.500000,109.570000,110.589996,109.125160,123900
2018-12-07,113.010002,113.220001,110.620003,111.129997,109.658012,47300
2018-12-10,110.680000,110.790001,109.180000,110.019997,108.562714,59400
2018-12-11,112.120003,112.169998,111.190002,111.860001,110.378342,51100
2018-12-12,112.949997,113.699997,112.809998,113.110001,111.611786,58600
2018-12-13,113.570000,113.900002,113.139999,113.500000,111.996620,32800
2018-12-14,110.779999,110.779999,109.750000,109.750000,108.296288,39800
2018-12-17,106.790001,106.849998,104.879997,105.300003,103.905235,162500
2018-12-18,107.050003,107.129997,105.480003,105.720001,104.319672,65400
2018-12-19,106.559998,107.349998,104.919998,105.410004,104.013779,52500
2018-12-20,105.139999,105.419998,104.089996,104.559998,103.175034,58400
2018-12-21,105.190002,105.500000,103.739998,103.739998,102.365898,78400
2018-12-24,104.099998,104.900002,102.949997,103.989998,102.612587,26000
2018-12-26,103.000000,105.000000,101.980003,104.809998,103.421722,57900
2018-12-27,102.599998,103.629997,101.480003,103.500000,102.129074,62200
2018-12-28,104.550003,104.800003,103.900002,104.349998,102.967819,43500
