Date,Open,High,Low,Close,Adj Close,Volume
2018-12-31,104.599998,105.050003,104.190002,104.339996,102.957947,120000
2019-01-02,105.419998,105.559998,104.449997,104.889999,103.500664,33000
2019-01-03,105.809998,105.889999,104.510002,104.529999,103.145432,82000
2019-01-04,107.550003,109.190002,107.550003,108.779999,107.339134,69700
2019-01-07,108.610001,109.180000,108.419998,109.099998,107.654900,82900
2019-01-08,111.620003,111.889999,111.040001,111.320000,109.845497,62800
2019-01-09,112.250000,112.510002,111.099998,112.099998,110.615166,33000
2019-01-10,112.339996,112.800003,111.900002,112.639999,111.148010,25400
2019-01-11,112.470001,113.220001,112.419998,112.900002,111.404572,24100
2019-01-14,112.500000,113.660004,112.500000,113.330002,111.828873,41600
2019-01-15,112.669998,114.010002,112.629997,113.889999,112.381454,69500
2019-01-16,113.000000,113.279999,112.779999,113.019997,111.522972,19200
2019-01-17,113.089996,114.620003,113.089996,114.320000,112.805756,49100
2019-01-18,116.139999,116.750000,115.300003,116.180000,114.641121,42500
2019-01-22,116.720001,117.070000,116.169998,116.279999,114.739792,173000
2019-01-23,117.800003,118.330002,117.419998,118.019997,116.456749,23100
2019-01-24,114.500000,114.900002,113.919998,114.330002,112.815628,66500
2019-01-25,116.639999,116.699997,116.120003,116.400002,114.858208,162400
2019-01-28,115.910004,116.459999,115.739998,116.309998,114.769394,53500
2019-01-29,116.370003,116.919998,116.180000,116.599998,115.055557,198800
2019-01-30,117.449997,118.800003,117.139999,118.470001,116.900787,132700
2019-01-31,118.230003,119.099998,118.000000,119.019997,117.443497,38700
2019-02-01,115.089996,115.290001,113.209999,114.300003,112.786026,416600
2019-02-04,111.940002,112.790001,111.330002,112.680000,111.187485,49300
2019-02-05,115.559998,115.830002,115.099998,115.669998,114.137878,79200
2019-02-06,115.820000,115.820000,114.620003,114.769997,113.249794,25400
2019-02-07,113.290001,113.610001,112.980003,113.500000,111.996620,40800
2019-02-08,112.459999,112.860001,111.949997,112.860001,111.365097,75700
2019-02-11,112.400002,112.800003,112.290001,112.400002,110.911194,26500
2019-02-12,113.370003,114.379997,113.160004,114.320000,112.805756,24700
2019-02-13,113.330002,113.330002,111.779999,112.300003,110.812515,41500
2019-02-14,111.360001,111.820000,111.129997,111.389999,109.914566,19200
2019-02-15,111.830002,113.019997,111.550003,112.800003,111.305893,25900
2019-02-19,113.150002,114.930000,113.050003,114.550003,113.032715,48700
2019-02-20,114.150002,115.339996,114.150002,115.220001,113.693840,82600
2019-02-21,115.370003,115.500000,114.750000,115.110001,113.585297,27100
2019-02-22,114.849998,116.099998,114.849998,115.900002,114.364830,44600
2019-02-25,118.529999,119.980003,118.480003,119.410004,117.828339,47500
2019-02-26,121.099998,122.150002,120.959999,122.150002,120.532043,32500
2019-02-27,121.510002,121.580002,120.889999,121.320000,119.713036,25300
2019-02-28,121.449997,122.139999,121.050003,121.400002,119.791977,53800
2019-03-01,123.980003,124.320000,122.989998,123.169998,121.538536,23200
2019-03-04,123.550003,123.550003,121.720001,122.239998,120.620850,33500
2019-03-05,122.400002,122.680000,122.110001,122.519997,120.897141,30900
2019-03-06,123.589996,123.650002,123.000000,123.150002,121.518799,21800
2019-03-07,122.099998,122.099998,120.459999,120.660004,119.061783,45800
2019-03-08,117.970001,118.699997,117.839996,118.680000,117.108009,33900
2019-03-11,118.980003,120.000000,118.739998,119.889999,118.301979,25100
2019-03-12,119.309998,119.989998,117.500000,119.339996,117.759262,36300
2019-03-13,115.129997,116.809998,114.900002,116.010002,114.473373,66200
2019-03-14,119.230003,120.940002,119.230003,120.349998,118.755882,29900
2019-03-15,120.269997,120.800003,119.699997,120.410004,118.815094,24700
2019-03-18,117.500000,118.190002,116.989998,118.089996,116.525818,24100
2019-03-19,120.500000,120.550003,118.750000,119.099998,117.522446,31300
2019-03-20,120.000000,120.639999,119.099998,119.919998,118.331581,33100
2019-03-21,118.779999,119.050003,118.089996,118.809998,117.236282,15700
2019-03-22,118.790001,119.470001,117.910004,118.559998,116.989594,59500
2019-03-25,120.129997,120.639999,119.769997,120.320000,118.726288,19600
2019-03-26,121.160004,121.190002,120.470001,120.809998,119.209793,21800
2019-03-27,121.230003,121.279999,120.220001,120.699997,119.101250,26300
2019-03-28,121.129997,121.250000,120.470001,120.779999,119.180191,19400
2019-03-29,121.940002,122.419998,121.480003,121.849998,120.236015,28300
2019-04-01,122.779999,123.379997,122.519997,123.000000,121.370789,18000
2019-04-02,123.839996,124.680000,123.820000,124.529999,122.880516,23200
2019-04-03,125.389999,125.940002,125.300003,125.660004,123.995560,38600
2019-04-04,125.650002,127.309998,125.519997,127.199997,125.515152,118700
2019-04-05,126.980003,127.820000,126.940002,127.790001,126.097343,47900
2019-04-08,127.180000,127.180000,126.250000,126.400002,124.725754,28700
2019-04-09,126.790001,127.290001,126.300003,126.400002,124.725754,53200
2019-04-10,126.790001,127.790001,126.779999,127.790001,126.097343,24300
2019-04-11,127.320000,127.320000,126.489998,126.760002,125.080986,17700
2019-04-12,127.480003,127.680000,127.010002,127.160004,125.475685,25500
2019-04-15,128.130005,128.210007,127.599998,128.210007,126.511780,35900
2019-04-16,129.199997,129.869995,129.130005,129.500000,127.784691,40100
2019-04-17,129.639999,129.830002,129.389999,129.800003,128.080719,35500
2019-04-18,130.250000,130.419998,130.050003,130.289993,128.564224,62300
2019-04-22,130.500000,130.949997,130.300003,130.949997,129.215485,20500
2019-04-23,129.320007,129.850006,129.100006,129.850006,128.130066,19300
2019-04-24,128.869995,129.360001,128.449997,128.589996,126.886742,24500
2019-04-25,127.029999,127.769997,127.000000,127.639999,125.949326,38800
2019-04-26,127.400002,128.050003,126.970001,127.970001,126.274956,100900
2019-04-29,126.730003,128.169998,126.669998,127.639999,125.949326,33300
2019-04-30,128.490005,128.639999,127.930000,128.539993,126.837395,32300
2019-05-01,129.050003,129.050003,126.949997,127.430000,125.742111,19300
2019-05-02,127.699997,128.000000,127.309998,127.800003,126.107208,23900
2019-05-03,137.539993,139.779999,136.199997,139.559998,137.711441,30900
2019-05-06,138.729996,142.490005,138.720001,142.490005,140.602631,43700
2019-05-07,141.139999,141.320007,138.699997,139.479996,137.632492,62600
2019-05-08,141.949997,144.289993,141.919998,144.289993,142.378784,22500
2019-05-09,140.149994,142.050003,139.399994,142.050003,140.168457,29000
2019-05-10,142.089996,143.100006,141.389999,142.699997,142.699997,39400
2019-05-13,139.690002,139.690002,137.559998,137.649994,137.649994,41400
2019-05-14,139.990005,140.740005,139.740005,140.270004,140.270004,36000
2019-05-15,138.600006,142.070007,138.559998,142.029999,142.029999,33600
2019-05-16,140.570007,140.669998,139.830002,140.050003,140.050003,71100
2019-05-17,141.369995,143.000000,141.369995,142.600006,142.600006,23700
2019-05-20,140.800003,141.050003,139.889999,140.220001,140.220001,12600
2019-05-21,143.500000,144.440002,143.500000,143.889999,143.889999,49000
2019-05-22,146.199997,147.639999,146.160004,146.600006,146.600006,23000
2019-05-23,144.410004,145.429993,144.000000,145.029999,145.029999,23100
2019-05-24,145.240005,145.679993,144.910004,145.570007,145.570007,25300
2019-05-28,147.929993,148.149994,147.009995,147.009995,147.009995,19600
2019-05-29,145.110001,145.309998,143.440002,144.059998,144.059998,26600
2019-05-30,143.940002,144.190002,143.199997,144.190002,144.190002,39900
2019-05-31,142.919998,143.389999,141.860001,142.869995,142.869995,20200
2019-06-03,144.350006,145.410004,143.979996,145.139999,145.139999,34200
2019-06-04,144.660004,145.960007,144.660004,145.610001,145.610001,18900
2019-06-05,145.750000,145.770004,144.479996,144.600006,144.600006,22900
